season,temp,humidity,workingday,atemp,weather,windspeed,holiday,year,month,day,hour,min,sec,log_count
2,23.78,49,1,27.275,1,30.0026,0,2011,6,13,8,0,0,6.16541785423142
2,25.42,46,1,31.06,1,23.9994,0,2011,6,13,9,0,0,5.4116460518550396
2,26.24,41,1,31.06,1,22.0028,0,2011,6,13,10,0,0,4.770684624465665
2,27.06,41,1,31.06,1,19.9995,0,2011,6,13,11,0,0,5.0689042022202315
2,27.06,41,1,31.06,1,19.0012,0,2011,6,13,12,0,0,5.278114659230517
2,28.7,37,1,31.82,1,0.0,0,2011,6,13,13,0,0,5.424950017481403
2,28.7,34,1,31.82,1,16.9979,0,2011,6,13,14,0,0,5.298317366548036
2,28.7,37,1,31.82,1,30.0026,0,2011,6,13,15,0,0,5.220355825078324
2,28.7,37,1,31.82,1,27.9993,0,2011,6,13,16,0,0,5.786897381366708
2,28.7,39,1,31.82,1,22.0028,0,2011,6,13,17,0,0,6.398594934535208
2,28.7,37,1,31.82,1,23.9994,0,2011,6,13,18,0,0,6.373319789577012
2,27.06,39,1,31.06,1,19.0012,0,2011,6,13,19,0,0,6.0473721790462776
2,26.24,44,1,31.06,1,16.9979,0,2011,6,13,20,0,0,5.802118375377063
2,26.24,41,1,31.06,1,16.9979,0,2011,6,13,21,0,0,5.384495062789089
2,25.42,46,1,31.06,1,15.0013,0,2011,6,13,22,0,0,4.897839799950911
2,25.42,46,1,31.06,1,12.998,0,2011,6,13,23,0,0,4.48863636973214
2,24.6,49,1,31.06,1,12.998,0,2011,6,14,0,0,0,3.4339872044851463
2,24.6,49,1,31.06,1,16.9979,0,2011,6,14,1,0,0,2.5649493574615367
2,24.6,49,1,31.06,1,19.0012,0,2011,6,14,2,0,0,2.302585092994046
2,23.78,53,1,27.275,1,22.0028,0,2011,6,14,3,0,0,0.6931471805599453
2,22.14,60,1,25.76,1,16.9979,0,2011,6,14,4,0,0,1.0986122886681098
2,22.14,56,1,25.76,1,22.0028,0,2011,6,14,5,0,0,3.258096538021482
2,22.14,56,1,25.76,1,19.9995,0,2011,6,14,6,0,0,4.727387818712341
2,22.96,52,1,26.515,1,27.9993,0,2011,6,14,7,0,0,5.8998973535824915
2,23.78,49,1,27.275,1,26.0027,0,2011,6,14,8,0,0,6.186208623900494
2,25.42,46,1,31.06,1,12.998,0,2011,6,14,9,0,0,5.262690188904886
2,25.42,46,1,31.06,1,15.0013,0,2011,6,14,10,0,0,4.867534450455582
2,26.24,41,1,31.06,1,19.0012,0,2011,6,14,11,0,0,4.962844630259907
2,26.24,41,1,31.06,1,23.9994,0,2011,6,14,12,0,0,5.1298987149230735
2,26.24,44,1,31.06,1,15.0013,0,2011,6,14,13,0,0,5.342334251964811
2,26.24,47,1,31.06,2,12.998,0,2011,6,14,14,0,0,5.0689042022202315
2,26.24,47,1,31.06,1,11.0014,0,2011,6,14,15,0,0,5.181783550292085
2,27.88,41,1,31.82,1,12.998,0,2011,6,14,16,0,0,5.799092654460526
2,26.24,50,1,31.06,3,19.0012,0,2011,6,14,17,0,0,6.343880434126331
2,25.42,51,1,31.06,1,22.0028,0,2011,6,14,18,0,0,6.2878585601617845
2,26.24,50,1,31.06,1,23.9994,0,2011,6,14,19,0,0,5.955837369464831
2,24.6,56,1,31.06,1,11.0014,0,2011,6,14,20,0,0,5.6937321388027
2,24.6,56,1,31.06,1,19.9995,0,2011,6,14,21,0,0,5.493061443340548
2,23.78,60,1,27.275,1,15.0013,0,2011,6,14,22,0,0,5.236441962829949
2,22.96,68,1,26.515,1,15.0013,0,2011,6,14,23,0,0,4.700480365792417
2,22.96,64,1,26.515,1,23.9994,0,2011,6,15,0,0,0,3.9512437185814275
2,22.14,64,1,25.76,1,19.0012,0,2011,6,15,1,0,0,2.6390573296152584
2,21.32,63,1,25.0,1,15.0013,0,2011,6,15,2,0,0,2.1972245773362196
2,20.5,68,1,24.24,1,16.9979,0,2011,6,15,3,0,0,0.0
2,20.5,63,1,24.24,1,19.0012,0,2011,6,15,4,0,0,1.3862943611198906
2,19.68,67,1,23.485,1,19.0012,0,2011,6,15,5,0,0,3.044522437723423
2,20.5,63,1,24.24,1,16.9979,0,2011,6,15,6,0,0,4.795790545596741
2,22.14,60,1,25.76,1,8.9981,0,2011,6,15,7,0,0,5.91350300563827
2,23.78,53,1,27.275,1,8.9981,0,2011,6,15,8,0,0,6.210600077024653
2,24.6,49,1,31.06,1,0.0,0,2011,6,15,9,0,0,5.332718793265369
2,26.24,47,1,31.06,1,11.0014,0,2011,6,15,10,0,0,4.90527477843843
2,27.88,36,1,31.82,1,0.0,0,2011,6,15,11,0,0,5.099866427824199
2,28.7,34,1,31.82,1,15.0013,0,2011,6,15,12,0,0,5.351858133476067
2,30.34,28,1,32.575,1,19.0012,0,2011,6,15,13,0,0,5.241747015059643
2,30.34,28,1,32.575,1,0.0,0,2011,6,15,14,0,0,5.181783550292085
2,31.16,27,1,33.335,1,0.0,0,2011,6,15,15,0,0,5.099866427824199
2,31.16,27,1,33.335,1,8.9981,0,2011,6,15,16,0,0,5.7430031878094825
2,30.34,28,1,32.575,1,7.0015,0,2011,6,15,17,0,0,6.45833828334479
2,29.52,32,1,32.575,1,8.9981,0,2011,6,15,18,0,0,6.408528791059498
2,28.7,37,1,31.82,1,19.0012,0,2011,6,15,19,0,0,6.030685260261263
2,27.06,44,1,31.06,1,11.0014,0,2011,6,15,20,0,0,5.799092654460526
2,26.24,47,1,31.06,1,15.0013,0,2011,6,15,21,0,0,5.54907608489522
2,25.42,50,1,31.06,1,7.0015,0,2011,6,15,22,0,0,5.1647859739235145
2,25.42,53,1,31.06,1,0.0,0,2011,6,15,23,0,0,4.672828834461906
2,24.6,56,1,31.06,1,7.0015,0,2011,6,16,0,0,0,3.8501476017100584
2,23.78,60,1,27.275,1,0.0,0,2011,6,16,1,0,0,2.833213344056216
2,24.6,56,1,31.06,1,6.0032,0,2011,6,16,2,0,0,1.6094379124341003
2,22.96,73,1,26.515,2,6.0032,0,2011,6,16,3,0,0,1.3862943611198906
2,22.96,68,1,26.515,2,7.0015,0,2011,6,16,4,0,0,1.791759469228055
2,24.6,64,1,30.305,1,12.998,0,2011,6,16,5,0,0,3.2188758248682006
2,23.78,73,1,27.275,3,11.0014,0,2011,6,16,6,0,0,4.718498871295094
2,22.96,78,1,26.515,3,11.0014,0,2011,6,16,7,0,0,5.236441962829949
2,24.6,69,1,29.545,2,8.9981,0,2011,6,16,8,0,0,5.961005339623274
2,25.42,65,1,30.305,2,12.998,0,2011,6,16,9,0,0,5.564520407322694
2,27.06,61,1,31.06,2,16.9979,0,2011,6,16,10,0,0,4.795790545596741
2,27.88,61,1,31.82,2,19.9995,0,2011,6,16,11,0,0,5.0106352940962555
2,29.52,54,1,33.335,1,26.0027,0,2011,6,16,12,0,0,5.327876168789581
2,29.52,54,1,33.335,2,16.9979,0,2011,6,16,13,0,0,5.017279836814924
2,29.52,54,1,33.335,2,22.0028,0,2011,6,16,14,0,0,5.030437921392435
2,28.7,61,1,32.575,2,19.9995,0,2011,6,16,15,0,0,5.0689042022202315
2,27.06,69,1,31.06,3,12.998,0,2011,6,16,16,0,0,5.683579767338681
2,26.24,78,1,29.545,2,7.0015,0,2011,6,16,17,0,0,5.605802066295998
2,26.24,83,1,28.79,1,15.0013,0,2011,6,16,18,0,0,5.783825182329737
2,25.42,83,1,28.79,1,19.0012,0,2011,6,16,19,0,0,5.7899601708972535
2,25.42,83,1,28.79,1,22.0028,0,2011,6,16,20,0,0,5.303304908059076
2,25.42,83,1,28.79,3,16.9979,0,2011,6,16,21,0,0,5.236441962829949
2,25.42,83,1,28.79,3,16.9979,0,2011,6,16,22,0,0,5.017279836814924
2,24.6,83,1,28.03,3,16.9979,0,2011,6,16,23,0,0,2.772588722239781
2,22.96,88,1,26.515,1,6.0032,0,2011,6,17,0,0,0,3.1780538303479458
2,22.96,94,1,26.515,1,8.9981,0,2011,6,17,1,0,0,3.1354942159291497
2,22.96,94,1,26.515,1,7.0015,0,2011,6,17,2,0,0,2.5649493574615367
2,22.96,94,1,26.515,1,7.0015,0,2011,6,17,3,0,0,1.791759469228055
2,22.14,94,1,25.76,1,8.9981,0,2011,6,17,4,0,0,1.791759469228055
2,22.14,100,1,25.76,1,0.0,0,2011,6,17,5,0,0,2.5649493574615367
2,22.96,94,1,26.515,1,0.0,0,2011,6,17,6,0,0,4.574710978503383
2,24.6,83,1,28.03,1,0.0,0,2011,6,17,7,0,0,5.521460917862246
2,24.6,83,1,28.03,2,0.0,0,2011,6,17,8,0,0,6.118097198041348
2,28.7,58,1,32.575,1,12.998,0,2011,6,17,9,0,0,5.4116460518550396
2,28.7,58,1,32.575,1,12.998,0,2011,6,17,10,0,0,5.135798437050262
2,27.88,69,1,31.82,1,16.9979,0,2011,6,17,11,0,0,5.198497031265826
2,28.7,65,1,32.575,1,16.9979,0,2011,6,17,12,0,0,5.493061443340548
2,30.34,62,1,34.09,1,19.0012,0,2011,6,17,13,0,0,5.318119993844216
2,31.16,52,1,34.85,1,12.998,0,2011,6,17,14,0,0,5.3706380281276624
2,31.98,43,1,34.85,1,15.0013,0,2011,6,17,15,0,0,5.493061443340548
2,31.16,45,1,34.09,1,11.0014,0,2011,6,17,16,0,0,5.872117789475416
2,31.16,40,1,34.09,3,12.998,0,2011,6,17,17,0,0,6.313548046277095
2,31.16,40,1,34.09,3,12.998,0,2011,6,17,18,0,0,6.1092475827643655
2,26.24,83,1,28.79,3,16.9979,0,2011,6,17,19,0,0,5.793013608384144
2,26.24,78,1,29.545,1,7.0015,0,2011,6,17,20,0,0,5.44673737166631
2,26.24,78,1,29.545,1,6.0032,0,2011,6,17,21,0,0,5.337538079701318
2,25.42,88,1,28.03,1,8.9981,0,2011,6,17,22,0,0,5.1647859739235145
2,25.42,83,1,28.79,1,8.9981,0,2011,6,17,23,0,0,5.181783550292085
2,25.42,88,0,28.03,1,8.9981,0,2011,6,18,0,0,0,4.6443908991413725
2,25.42,83,0,28.79,1,7.0015,0,2011,6,18,1,0,0,4.553876891600541
2,24.6,88,0,27.275,1,0.0,0,2011,6,18,2,0,0,3.970291913552122
2,24.6,88,0,27.275,1,6.0032,0,2011,6,18,3,0,0,2.995732273553991
2,24.6,88,0,27.275,1,6.0032,0,2011,6,18,4,0,0,1.6094379124341003
2,25.42,83,0,28.79,1,0.0,0,2011,6,18,5,0,0,1.9459101490553132
2,25.42,83,0,28.79,1,7.0015,0,2011,6,18,6,0,0,3.295836866004329
2,26.24,78,0,29.545,1,8.9981,0,2011,6,18,7,0,0,4.04305126783455
2,27.06,78,0,30.305,1,6.0032,0,2011,6,18,8,0,0,4.875197323201151
2,28.7,61,0,32.575,1,15.0013,0,2011,6,18,9,0,0,5.384495062789089
2,29.52,62,0,34.09,1,12.998,0,2011,6,18,10,0,0,5.497168225293202
2,29.52,62,0,34.09,1,8.9981,0,2011,6,18,11,0,0,6.0014148779611505
2,30.34,66,0,34.85,1,6.0032,0,2011,6,18,12,0,0,6.040254711277414
2,31.16,55,0,34.85,1,0.0,0,2011,6,18,13,0,0,5.7899601708972535
2,32.8,46,0,36.365,2,19.0012,0,2011,6,18,14,0,0,5.811140992976701
2,33.62,46,0,37.88,2,8.9981,0,2011,6,18,15,0,0,5.905361848054571
2,31.16,52,0,34.85,2,15.0013,0,2011,6,18,16,0,0,6.148468295917647
2,31.16,48,0,34.09,2,11.0014,0,2011,6,18,17,0,0,6.1070228877422545
2,30.34,55,0,34.09,2,12.998,0,2011,6,18,18,0,0,5.942799375126701
2,30.34,51,0,33.335,2,7.0015,0,2011,6,18,19,0,0,5.786897381366708
2,29.52,58,0,33.335,2,8.9981,0,2011,6,18,20,0,0,5.236441962829949
2,29.52,66,0,34.09,2,7.0015,0,2011,6,18,21,0,0,5.209486152841421
2,29.52,62,0,34.09,2,8.9981,0,2011,6,18,22,0,0,5.081404364984463
2,29.52,62,0,34.09,2,0.0,0,2011,6,18,23,0,0,5.0106352940962555
2,28.7,65,0,32.575,1,0.0,0,2011,6,19,0,0,0,4.48863636973214
2,28.7,65,0,32.575,2,6.0032,0,2011,6,19,1,0,0,4.330733340286331
2,27.88,74,0,31.82,1,6.0032,0,2011,6,19,2,0,0,4.276666119016055
2,27.06,78,0,30.305,2,8.9981,0,2011,6,19,3,0,0,3.4011973816621555
2,27.06,74,0,31.06,2,8.9981,0,2011,6,19,4,0,0,2.833213344056216
2,27.06,78,0,30.305,2,0.0,0,2011,6,19,5,0,0,2.9444389791664403
2,27.06,78,0,30.305,2,11.0014,0,2011,6,19,6,0,0,3.4965075614664802
2,27.06,78,0,30.305,2,11.0014,0,2011,6,19,7,0,0,4.2626798770413155
2,27.88,74,0,31.82,3,7.0015,0,2011,6,19,8,0,0,4.430816798843313
2,27.88,74,0,31.82,2,7.0015,0,2011,6,19,9,0,0,5.1298987149230735
2,28.7,61,0,32.575,2,7.0015,0,2011,6,19,10,0,0,5.497168225293202
2,29.52,58,0,33.335,2,6.0032,0,2011,6,19,11,0,0,5.932245187448011
2,30.34,55,0,34.09,2,6.0032,0,2011,6,19,12,0,0,5.981414211254481
2,30.34,51,0,33.335,2,0.0,0,2011,6,19,13,0,0,5.8944028342648505
2,30.34,58,0,34.09,3,7.0015,0,2011,6,19,14,0,0,5.75890177387728
2,30.34,55,0,34.09,2,7.0015,0,2011,6,19,15,0,0,5.8916442118257715
2,31.16,48,0,34.09,2,0.0,0,2011,6,19,16,0,0,5.934894195619588
2,30.34,51,0,33.335,1,0.0,0,2011,6,19,17,0,0,5.983936280687191
2,30.34,58,0,34.09,2,6.0032,0,2011,6,19,18,0,0,5.69035945432406
2,29.52,62,0,34.09,1,8.9981,0,2011,6,19,19,0,0,5.739792912179234
2,28.7,70,0,32.575,1,12.998,0,2011,6,19,20,0,0,5.44673737166631
2,27.88,79,0,31.82,1,8.9981,0,2011,6,19,21,0,0,5.117993812416755
2,27.06,78,0,30.305,1,15.0013,0,2011,6,19,22,0,0,5.0238805208462765
2,27.06,78,0,30.305,1,12.998,0,2011,6,19,23,0,0,4.5217885770490405
3,27.06,50,1,31.06,1,0.0,0,2011,7,1,0,0,0,4.219507705176107
3,27.06,50,1,31.06,1,0.0,0,2011,7,1,1,0,0,3.4339872044851463
3,25.42,69,1,30.305,1,0.0,0,2011,7,1,2,0,0,2.5649493574615367
3,26.24,53,1,31.06,1,0.0,0,2011,7,1,3,0,0,2.3978952727983707
3,25.42,57,1,31.06,1,0.0,0,2011,7,1,4,0,0,1.791759469228055
3,24.6,64,1,30.305,1,8.9981,0,2011,7,1,5,0,0,3.4011973816621555
3,25.42,61,1,30.305,1,8.9981,0,2011,7,1,6,0,0,4.68213122712422
3,27.06,54,1,31.06,1,7.0015,0,2011,7,1,7,0,0,5.493061443340548
3,28.7,42,1,31.82,1,11.0014,0,2011,7,1,8,0,0,6.198478716492308
3,30.34,35,1,32.575,1,11.0014,0,2011,7,1,9,0,0,5.560681631015528
3,31.16,33,1,33.335,1,11.0014,0,2011,7,1,10,0,0,5.135798437050262
3,32.8,26,1,34.85,1,0.0,0,2011,7,1,11,0,0,5.365976015021851
3,32.8,26,1,34.85,1,0.0,0,2011,7,1,12,0,0,5.572154032177765
3,32.8,24,1,34.09,1,0.0,0,2011,7,1,13,0,0,5.676753802268282
3,33.62,23,1,34.85,1,12.998,0,2011,7,1,14,0,0,5.713732805509369
3,33.62,21,1,34.85,1,16.9979,0,2011,7,1,15,0,0,5.942799375126701
3,33.62,17,1,34.85,1,0.0,0,2011,7,1,16,0,0,6.056784013228625
3,33.62,21,1,34.85,1,12.998,0,2011,7,1,17,0,0,6.133398042996649
3,32.8,24,1,34.09,1,16.9979,0,2011,7,1,18,0,0,6.045005314036012
3,31.98,25,1,33.335,1,12.998,0,2011,7,1,19,0,0,5.762051382780177
3,29.52,42,1,32.575,1,15.0013,0,2011,7,1,20,0,0,5.594711379601839
3,28.7,45,1,31.82,1,12.998,0,2011,7,1,21,0,0,5.384495062789089
3,28.7,42,1,31.82,1,0.0,0,2011,7,1,22,0,0,5.402677381872279
3,27.88,47,1,31.82,1,6.0032,0,2011,7,1,23,0,0,4.941642422609304
3,27.88,47,0,31.82,1,6.0032,0,2011,7,2,0,0,0,4.74493212836325
3,27.06,54,0,31.06,1,0.0,0,2011,7,2,1,0,0,4.356708826689592
3,26.24,53,0,31.06,1,0.0,0,2011,7,2,2,0,0,3.9512437185814275
3,26.24,53,0,31.06,1,0.0,0,2011,7,2,3,0,0,3.258096538021482
3,25.42,61,0,30.305,1,0.0,0,2011,7,2,4,0,0,2.3978952727983707
3,23.78,73,0,27.275,1,7.0015,0,2011,7,2,5,0,0,2.6390573296152584
3,25.42,69,0,30.305,1,7.0015,0,2011,7,2,6,0,0,3.4657359027997265
3,26.24,65,0,30.305,1,0.0,0,2011,7,2,7,0,0,3.8066624897703196
3,27.88,57,0,31.82,1,0.0,0,2011,7,2,8,0,0,4.882801922586371
3,30.34,51,0,33.335,1,6.0032,0,2011,7,2,9,0,0,5.187385805840755
3,32.8,36,0,35.605,1,0.0,0,2011,7,2,10,0,0,5.602118820879701
3,32.8,36,0,35.605,1,6.0032,0,2011,7,2,11,0,0,5.877735781779639
3,33.62,30,0,35.605,1,8.9981,0,2011,7,2,12,0,0,5.924255797414532
3,33.62,30,0,35.605,1,7.0015,0,2011,7,2,13,0,0,6.0014148779611505
3,34.44,20,0,35.605,1,0.0,0,2011,7,2,14,0,0,5.971261839790462
3,35.26,19,0,36.365,1,11.0014,0,2011,7,2,15,0,0,5.802118375377063
3,36.08,22,0,37.12,1,15.0013,0,2011,7,2,16,0,0,5.986452005284438
3,34.44,30,0,36.365,1,15.0013,0,2011,7,2,17,0,0,5.855071922202427
3,33.62,30,0,35.605,1,19.0012,0,2011,7,2,18,0,0,5.948034989180646
3,32.8,33,0,34.85,1,15.0013,0,2011,7,2,19,0,0,5.720311776607412
3,31.16,45,0,34.09,1,19.0012,0,2011,7,2,20,0,0,5.648974238161206
3,30.34,48,0,33.335,1,12.998,0,2011,7,2,21,0,0,5.44673737166631
3,29.52,51,0,33.335,1,11.0014,0,2011,7,2,22,0,0,5.303304908059076
3,29.52,54,0,33.335,1,19.0012,0,2011,7,2,23,0,0,5.0369526024136295
3,28.7,58,0,32.575,1,15.0013,0,2011,7,3,0,0,0,4.969813299576001
3,28.7,61,0,32.575,2,11.0014,0,2011,7,3,1,0,0,4.356708826689592
3,28.7,58,0,32.575,1,12.998,0,2011,7,3,2,0,0,4.23410650459726
3,27.88,65,0,31.82,3,6.0032,0,2011,7,3,3,0,0,3.4965075614664802
3,27.88,65,0,31.82,3,6.0032,0,2011,7,3,4,0,0,1.6094379124341003
3,25.42,83,0,28.79,3,12.998,0,2011,7,3,5,0,0,0.0
3,25.42,94,0,27.275,2,6.0032,0,2011,7,3,6,0,0,1.0986122886681098
3,26.24,89,0,28.79,2,12.998,0,2011,7,3,7,0,0,3.2188758248682006
3,27.88,79,0,31.82,1,15.0013,0,2011,7,3,8,0,0,4.5217885770490405
3,28.7,74,0,33.335,1,16.9979,0,2011,7,3,9,0,0,5.198497031265826
3,30.34,66,0,34.85,1,11.0014,0,2011,7,3,10,0,0,5.575949103146316
3,31.16,62,0,35.605,1,7.0015,0,2011,7,3,11,0,0,5.966146739123692
3,32.8,55,0,37.88,1,7.0015,0,2011,7,3,12,0,0,6.0014148779611505
3,32.8,59,0,38.635,1,15.0013,0,2011,7,3,13,0,0,6.042632833682381
3,33.62,56,0,39.395,1,16.9979,0,2011,7,3,14,0,0,5.926926025970411
3,34.44,53,0,40.15,1,19.9995,0,2011,7,3,15,0,0,5.929589143389895
3,34.44,53,0,40.15,1,19.9995,0,2011,7,3,16,0,0,6.025865973825314
3,32.8,49,0,37.12,3,56.9969,0,2011,7,3,17,0,0,5.8805329864007
3,32.8,49,0,37.12,3,56.9969,0,2011,7,3,18,0,0,5.198497031265826
3,27.06,83,0,30.305,2,12.998,0,2011,7,3,19,0,0,5.209486152841421
3,27.06,83,0,30.305,3,0.0,0,2011,7,3,20,0,0,5.170483995038151
3,27.06,83,0,30.305,2,11.0014,0,2011,7,3,21,0,0,5.117993812416755
3,27.06,78,0,30.305,2,7.0015,0,2011,7,3,22,0,0,5.087596335232384
3,26.24,83,0,28.79,1,11.0014,0,2011,7,3,23,0,0,4.990432586778736
3,26.24,83,0,28.79,1,8.9981,1,2011,7,4,0,0,0,4.941642422609304
3,26.24,83,0,28.79,1,6.0032,1,2011,7,4,1,0,0,4.77912349311153
3,26.24,83,0,28.79,1,0.0,1,2011,7,4,2,0,0,4.143134726391533
3,26.24,78,0,29.545,1,0.0,1,2011,7,4,3,0,0,3.258096538021482
3,27.06,78,0,30.305,2,6.0032,1,2011,7,4,4,0,0,2.4849066497880004
3,26.24,83,0,28.79,2,8.9981,1,2011,7,4,5,0,0,1.3862943611198906
3,26.24,89,0,28.79,1,11.0014,1,2011,7,4,6,0,0,2.772588722239781
3,27.06,83,0,30.305,1,8.9981,1,2011,7,4,7,0,0,3.58351893845611
3,28.7,74,0,33.335,1,7.0015,1,2011,7,4,8,0,0,4.454347296253507
3,29.52,66,0,34.09,2,6.0032,1,2011,7,4,9,0,0,5.472270673671475
3,31.16,55,0,34.85,2,6.0032,1,2011,7,4,10,0,0,5.634789603169249
3,31.16,55,0,34.85,2,6.0032,1,2011,7,4,11,0,0,5.855071922202427
3,31.98,52,0,35.605,2,0.0,1,2011,7,4,12,0,0,6.102558594613569
3,31.98,49,0,35.605,2,0.0,1,2011,7,4,13,0,0,6.0473721790462776
3,32.8,46,0,36.365,1,0.0,1,2011,7,4,14,0,0,6.0112671744041615
3,33.62,43,0,37.12,1,6.0032,1,2011,7,4,15,0,0,6.0112671744041615
3,33.62,41,0,37.12,1,0.0,1,2011,7,4,16,0,0,6.113682179832232
3,32.8,46,0,36.365,1,0.0,1,2011,7,4,17,0,0,6.077642243349034
3,32.8,46,0,36.365,1,8.9981,1,2011,7,4,18,0,0,6.035481432524756
3,31.98,49,0,35.605,2,11.0014,1,2011,7,4,19,0,0,5.926926025970411
3,31.16,55,0,34.85,2,7.0015,1,2011,7,4,20,0,0,5.955837369464831
3,30.34,62,0,34.09,2,7.0015,1,2011,7,4,21,0,0,6.124683390894205
3,30.34,62,0,34.09,2,8.9981,1,2011,7,4,22,0,0,5.786897381366708
3,29.52,70,0,34.09,2,7.0015,1,2011,7,4,23,0,0,4.927253685157205
3,28.7,65,1,32.575,2,11.0014,0,2011,7,5,0,0,0,4.007333185232471
3,28.7,65,1,32.575,1,7.0015,0,2011,7,5,1,0,0,3.6635616461296463
3,27.06,74,1,31.06,1,6.0032,0,2011,7,5,2,0,0,2.5649493574615367
3,27.06,74,1,31.06,1,15.0013,0,2011,7,5,3,0,0,2.0794415416798357
3,27.06,69,1,31.06,1,11.0014,0,2011,7,5,4,0,0,1.6094379124341003
3,27.06,69,1,31.06,1,0.0,0,2011,7,5,5,0,0,2.995732273553991
3,27.06,74,1,31.06,1,6.0032,0,2011,7,5,6,0,0,4.543294782270004
3,28.7,65,1,32.575,1,6.0032,0,2011,7,5,7,0,0,5.598421958998375
3,29.52,62,1,34.09,1,8.9981,0,2011,7,5,8,0,0,6.068425588244111
3,30.34,58,1,34.09,1,8.9981,0,2011,7,5,9,0,0,5.424950017481403
3,31.16,52,1,34.85,1,7.0015,0,2011,7,5,10,0,0,4.9344739331306915
3,31.98,46,1,34.85,1,7.0015,0,2011,7,5,11,0,0,5.147494476813453
3,32.8,43,1,36.365,1,7.0015,0,2011,7,5,12,0,0,5.303304908059076
3,33.62,43,1,37.12,1,7.0015,0,2011,7,5,13,0,0,5.313205979041787
3,32.8,49,1,37.12,1,11.0014,0,2011,7,5,14,0,0,5.181783550292085
3,33.62,43,1,37.12,1,0.0,0,2011,7,5,15,0,0,5.087596335232384
3,33.62,46,1,37.88,1,7.0015,0,2011,7,5,16,0,0,5.638354669333745
3,33.62,46,1,37.88,1,7.0015,0,2011,7,5,17,0,0,6.300785794663244
3,32.8,55,1,37.88,1,11.0014,0,2011,7,5,18,0,0,6.206575926724928
3,32.8,59,1,38.635,1,8.9981,0,2011,7,5,19,0,0,5.908082938168931
3,31.16,66,1,36.365,1,7.0015,0,2011,7,5,20,0,0,5.648974238161206
3,31.98,62,1,37.12,1,16.9979,0,2011,7,5,21,0,0,5.501258210544727
3,31.16,66,1,36.365,1,15.0013,0,2011,7,5,22,0,0,5.043425116919247
3,30.34,66,1,34.85,1,11.0014,0,2011,7,5,23,0,0,4.290459441148391
3,29.52,74,1,34.85,1,12.998,0,2011,7,6,0,0,0,3.6109179126442243
3,28.7,74,1,33.335,1,8.9981,0,2011,7,6,1,0,0,2.70805020110221
3,28.7,79,1,33.335,1,6.0032,0,2011,7,6,2,0,0,1.6094379124341003
3,28.7,79,1,33.335,1,0.0,0,2011,7,6,3,0,0,1.791759469228055
3,27.88,83,1,31.82,2,6.0032,0,2011,7,6,4,0,0,1.791759469228055
3,27.88,83,1,31.82,1,6.0032,0,2011,7,6,5,0,0,3.5553480614894135
3,28.7,79,1,33.335,1,6.0032,0,2011,7,6,6,0,0,4.795790545596741
3,29.52,79,1,34.85,2,0.0,0,2011,7,6,7,0,0,5.7430031878094825
3,29.52,74,1,34.85,2,7.0015,0,2011,7,6,8,0,0,6.059123195581797
3,28.7,79,1,33.335,3,12.998,0,2011,7,6,9,0,0,5.241747015059643
3,28.7,79,1,33.335,3,6.0032,0,2011,7,6,10,0,0,3.7612001156935624
3,29.52,74,1,34.85,2,0.0,0,2011,7,6,11,0,0,4.844187086458591
3,30.34,66,1,34.85,2,6.0032,0,2011,7,6,12,0,0,5.0238805208462765
3,30.34,70,1,34.85,2,7.0015,0,2011,7,6,13,0,0,4.941642422609304
3,31.16,66,1,36.365,1,19.0012,0,2011,7,6,14,0,0,5.093750200806762
3,31.16,70,1,36.365,1,19.0012,0,2011,7,6,15,0,0,5.220355825078324
3,31.16,70,1,36.365,1,16.9979,0,2011,7,6,16,0,0,5.616771097666572
3,31.98,59,1,37.12,1,15.0013,0,2011,7,6,17,0,0,6.39024066706535
3,31.16,62,1,35.605,1,12.998,0,2011,7,6,18,0,0,6.333279628139691
3,30.34,70,1,34.85,1,15.0013,0,2011,7,6,19,0,0,5.976350909297934
3,29.52,74,1,34.85,1,16.9979,0,2011,7,6,20,0,0,5.7430031878094825
3,28.7,79,1,33.335,1,12.998,0,2011,7,6,21,0,0,5.484796933490655
3,28.7,79,1,33.335,1,12.998,0,2011,7,6,22,0,0,5.225746673713202
3,27.88,83,1,31.82,1,15.0013,0,2011,7,6,23,0,0,4.584967478670572
3,27.06,89,1,29.545,1,8.9981,0,2011,7,7,0,0,0,3.5553480614894135
3,27.06,89,1,29.545,1,12.998,0,2011,7,7,1,0,0,2.772588722239781
3,27.06,89,1,29.545,1,12.998,0,2011,7,7,2,0,0,2.0794415416798357
3,26.24,94,1,28.03,1,7.0015,0,2011,7,7,3,0,0,1.3862943611198906
3,26.24,89,1,28.79,1,7.0015,0,2011,7,7,4,0,0,1.3862943611198906
3,26.24,89,1,28.79,1,7.0015,0,2011,7,7,5,0,0,3.4657359027997265
3,26.24,89,1,28.79,2,8.9981,0,2011,7,7,6,0,0,4.770684624465665
3,27.06,89,1,29.545,2,7.0015,0,2011,7,7,7,0,0,5.676753802268282
3,28.7,79,1,33.335,2,12.998,0,2011,7,7,8,0,0,6.093569770045136
3,30.34,70,1,34.85,1,11.0014,0,2011,7,7,9,0,0,5.187385805840755
3,31.98,62,1,37.12,1,0.0,0,2011,7,7,10,0,0,4.61512051684126
3,33.62,52,1,38.635,1,8.9981,0,2011,7,7,11,0,0,4.955827057601261
3,34.44,41,1,38.635,1,0.0,0,2011,7,7,12,0,0,5.14166355650266
